Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,,Month,Sumber Poin,Total
LP-XQ6HQIGI3JX-597,XQ6HQIGI3JX,LOG-597,8/25/2024 15:37,Pembayaran QRIS di Alfamart,1,Jumlah uang: 31684,39,8/25/2025 15:37,,,,
LP-5H1TZ6CG4UM-598,5H1TZ6CG4UM,LOG-598,8/25/2024 17:37,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 368651,40,8/25/2025 17:37,,,,
LP-NU9QMRMOKTC-599,NU9QMRMOKTC,LOG-599,8/25/2024 17:39,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 380924,42,8/25/2025 17:39,,,,
LP-2PNKXNUSK1V-600,2PNKXNUSK1V,LOG-600,8/25/2024 21:55,Top Up ShopeePay,2,Jumlah uang: 95063,33,8/25/2025 21:55,,,,
LP-TDXXP45N2PU-601,TDXXP45N2PU,LOG-601,8/25/2024 23:15,Transfer ke Bank BRI (Non BI-Fast),2,Jumlah uang: 452142,37,8/25/2025 23:15,,,,
LP-NU9QMRMOKTC-602,NU9QMRMOKTC,LOG-602,8/26/2024 0:46,Transvision,1,Jumlah uang: 224632,43,8/26/2025 0:46,,,,
LP-8TB51RBIF7X-603,8TB51RBIF7X,LOG-603,8/26/2024 1:07,Top Up LinkAja,2,Jumlah uang: 63286,46,8/26/2025 1:07,,,,
LP-4RXDJLB0N8J-604,4RXDJLB0N8J,LOG-604,8/26/2024 3:03,Pembayaran QRIS di Indomart,1,Jumlah uang: 78083,4,8/26/2025 3:03,,,,
LP-5HHIFOTVV0X-607,5HHIFOTVV0X,LOG-607,8/26/2024 3:57,Pembayaran QRIS di Indomart,1,Jumlah uang: 99818,28,8/26/2025 3:57,,,,
LP-0LQ9UVUQE5F-608,0LQ9UVUQE5F,LOG-608,8/26/2024 4:09,Pembayaran QRIS di Indomart,1,Jumlah uang: 67238,9,8/26/2025 4:09,,,,
LP-A10BLCYC900-609,A10BLCYC900,LOG-609,8/26/2024 4:20,Top Up ShopeePay,2,Jumlah uang: 66206,30,8/26/2025 4:20,,,,
LP-XLR1G4HMN21-610,XLR1G4HMN21,LOG-610,8/26/2024 9:24,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 890161,39,8/26/2025 9:24,,,,
LP-2PNKXNUSK1V-612,2PNKXNUSK1V,LOG-612,8/26/2024 9:37,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 60863,34,8/26/2025 9:37,,,,
LP-SUKK8F1TFQ1-613,SUKK8F1TFQ1,LOG-613,8/26/2024 9:37,Pembayaran QRIS di Alfamart,1,Jumlah uang: 69595,17,8/26/2025 9:37,,,,
LP-5H1TZ6CG4UM-615,5H1TZ6CG4UM,LOG-615,8/26/2024 10:53,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 54830,41,8/26/2025 10:53,,,,
LP-5H1TZ6CG4UM-616,5H1TZ6CG4UM,LOG-616,8/26/2024 10:57,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 370710,42,8/26/2025 10:57,,,,
LP-QX2FG9YB3ZG-618,QX2FG9YB3ZG,LOG-618,8/26/2024 13:01,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 42102,38,8/26/2025 13:01,,,,
LP-5H1TZ6CG4UM-620,5H1TZ6CG4UM,LOG-620,8/26/2024 15:17,Pembayaran Virtual Account PDAM,1,Jumlah uang: 658061,43,8/26/2025 15:17,,,,
LP-NU9QMRMOKTC-621,NU9QMRMOKTC,LOG-621,8/26/2024 16:41,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 97898,44,8/26/2025 16:41,,,,
LP-O70ABYZUZV5-622,O70ABYZUZV5,LOG-622,8/26/2024 16:46,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 35743,33,8/26/2025 16:46,,,,
LP-XLR1G4HMN21-623,XLR1G4HMN21,LOG-623,8/26/2024 17:42,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 77747,40,8/26/2025 17:42,,,,
LP-SUKK8F1TFQ1-624,SUKK8F1TFQ1,LOG-624,8/26/2024 17:49,Sriwijaya Air,1,Jumlah uang: 1807007,18,8/26/2025 17:49,,,,
LP-XQ6HQIGI3JX-625,XQ6HQIGI3JX,LOG-625,8/26/2024 18:36,Top Up LinkAja,2,Jumlah uang: 142493,41,8/26/2025 18:36,,,,
LP-2PNKXNUSK1V-626,2PNKXNUSK1V,LOG-626,8/26/2024 23:37,Telkom,1,Jumlah uang: 166237,35,8/26/2025 23:37,,,,
LP-O70ABYZUZV5-628,O70ABYZUZV5,LOG-628,8/26/2024 23:57,Pembayaran Virtual Account PDAM,1,Jumlah uang: 270903,34,8/26/2025 23:57,,,,
LP-2PNKXNUSK1V-630,2PNKXNUSK1V,LOG-630,8/27/2024 0:11,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 70993,37,8/27/2025 0:11,,,,
LP-FUU7IV5BU8D-631,FUU7IV5BU8D,LOG-631,8/27/2024 0:21,Transfer ke Bank BNI (BI-Fast),1,Jumlah uang: 908408,40,8/27/2025 0:21,,,,
LP-SMI06O0GLY6-632,SMI06O0GLY6,LOG-632,8/27/2024 1:17,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 52122,19,8/27/2025 1:17,,,,
LP-4RXDJLB0N8J-633,4RXDJLB0N8J,LOG-633,8/27/2024 2:20,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 680970,5,8/27/2025 2:20,,,,
LP-5HHIFOTVV0X-634,5HHIFOTVV0X,LOG-634,8/27/2024 3:28,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 113446,29,8/27/2025 3:28,,,,
LP-O70ABYZUZV5-635,O70ABYZUZV5,LOG-635,8/27/2024 5:34,Pembayaran Virtual Account Bibit,1,Jumlah uang: 445504,35,8/27/2025 5:34,,,,
LP-4RXDJLB0N8J-636,4RXDJLB0N8J,LOG-636,8/27/2024 6:14,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 302301,6,8/27/2025 6:14,,,,
LP-XLR1G4HMN21-637,XLR1G4HMN21,LOG-637,8/27/2024 6:40,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 84569,41,8/27/2025 6:40,,,,
LP-7O97RRUP79D-638,7O97RRUP79D,LOG-638,8/27/2024 8:05,Top Up ShopeePay,2,Jumlah uang: 82789,38,8/27/2025 8:05,,,,
LP-0LQ9UVUQE5F-639,0LQ9UVUQE5F,LOG-639,8/27/2024 8:47,Top Up DANA,2,Jumlah uang: 136870,11,8/27/2025 8:47,,,,
LP-NU9QMRMOKTC-640,NU9QMRMOKTC,LOG-640,8/27/2024 8:48,Pembayaran Virtual Account Bibit,1,Jumlah uang: 471921,45,8/27/2025 8:48,,,,
LP-8TB51RBIF7X-641,8TB51RBIF7X,LOG-641,8/27/2024 9:21,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 861172,48,8/27/2025 9:21,,,,
LP-XLR1G4HMN21-642,XLR1G4HMN21,LOG-642,8/27/2024 11:01,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 491256,42,8/27/2025 11:01,,,,
LP-A10BLCYC900-643,A10BLCYC900,LOG-643,8/27/2024 12:02,MNC Vision,1,Jumlah uang: 223833,31,8/27/2025 12:02,,,,
LP-QX2FG9YB3ZG-644,QX2FG9YB3ZG,LOG-644,8/27/2024 13:13,IndiHome,1,Jumlah uang: 205902,39,8/27/2025 13:13,,,,
LP-V629IE46K90-645,V629IE46K90,LOG-645,8/27/2024 13:46,Pembayaran QRIS di Indomart,1,Jumlah uang: 84538,30,8/27/2025 13:46,,,,
LP-5KPJMHMXP61-646,5KPJMHMXP61,LOG-646,8/27/2024 15:04,Smartfren,1,Jumlah uang: 156905,48,8/27/2025 15:04,,,,
LP-O70ABYZUZV5-647,O70ABYZUZV5,LOG-647,8/27/2024 16:14,KAI,1,Jumlah uang: 147670,36,8/27/2025 16:14,,,,
LP-O70ABYZUZV5-648,O70ABYZUZV5,LOG-648,8/27/2024 17:58,PDAM,1,Jumlah uang: 54036,37,8/27/2025 17:58,,,,
LP-8TB51RBIF7X-650,8TB51RBIF7X,LOG-650,8/27/2024 20:15,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 399208,49,8/27/2025 20:15,,,,
LP-O70ABYZUZV5-651,O70ABYZUZV5,LOG-651,8/27/2024 21:15,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 283435,38,8/27/2025 21:15,,,,
LP-QX2FG9YB3ZG-654,QX2FG9YB3ZG,LOG-654,8/28/2024 2:41,KAI,1,Jumlah uang: 198173,40,8/28/2025 2:41,,,,
LP-7O97RRUP79D-655,7O97RRUP79D,LOG-655,8/28/2024 4:23,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 796428,39,8/28/2025 4:23,,,,
LP-2PNKXNUSK1V-656,2PNKXNUSK1V,LOG-656,8/28/2024 5:13,Top Up OVO,2,Jumlah uang: 84812,39,8/28/2025 5:13,,,,
LP-A10BLCYC900-657,A10BLCYC900,LOG-657,8/28/2024 5:19,Top Up LinkAja,2,Jumlah uang: 61334,33,8/28/2025 5:19,,,,
LP-5HHIFOTVV0X-659,5HHIFOTVV0X,LOG-659,8/28/2024 8:29,Pembayaran Virtual Account Bibit,1,Jumlah uang: 185595,30,8/28/2025 8:29,,,,
LP-O70ABYZUZV5-662,O70ABYZUZV5,LOG-662,8/28/2024 9:28,Top Up ShopeePay,2,Jumlah uang: 32860,40,8/28/2025 9:28,,,,
LP-5HHIFOTVV0X-664,5HHIFOTVV0X,LOG-664,8/28/2024 11:45,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 354913,31,8/28/2025 11:45,,,,
LP-QX2FG9YB3ZG-666,QX2FG9YB3ZG,LOG-666,8/28/2024 13:25,Top Up OVO,2,Jumlah uang: 58392,42,8/28/2025 13:25,,,,
LP-QX2FG9YB3ZG-668,QX2FG9YB3ZG,LOG-668,8/28/2024 17:23,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 892194,43,8/28/2025 17:23,,,,
LP-5H1TZ6CG4UM-670,5H1TZ6CG4UM,LOG-670,8/28/2024 20:31,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 728443,44,8/28/2025 20:31,,,,
LP-O70ABYZUZV5-671,O70ABYZUZV5,LOG-671,8/28/2024 22:17,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 91249,41,8/28/2025 22:17,,,,
LP-V629IE46K90-673,V629IE46K90,LOG-673,8/29/2024 1:35,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 94394,31,8/29/2025 1:35,,,,
LP-NU9QMRMOKTC-674,NU9QMRMOKTC,LOG-674,8/29/2024 1:39,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 545819,46,8/29/2025 1:39,,,,
LP-FUU7IV5BU8D-676,FUU7IV5BU8D,LOG-676,8/29/2024 1:59,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 990478,41,8/29/2025 1:59,,,,
LP-TDXXP45N2PU-677,TDXXP45N2PU,LOG-677,8/29/2024 4:03,Pembayaran QRIS di Alfamart,1,Jumlah uang: 82889,38,8/29/2025 4:03,,,,
LP-5H1TZ6CG4UM-678,5H1TZ6CG4UM,LOG-678,8/29/2024 4:21,Sriwijaya Air,1,Jumlah uang: 1756894,45,8/29/2025 4:21,,,,
LP-7O97RRUP79D-681,7O97RRUP79D,LOG-681,8/29/2024 5:32,Pembayaran Virtual Account PDAM,1,Jumlah uang: 741616,40,8/29/2025 5:32,,,,
LP-QX2FG9YB3ZG-682,QX2FG9YB3ZG,LOG-682,8/29/2024 6:32,Telkom,1,Jumlah uang: 209759,44,8/29/2025 6:32,,,,
LP-5H1TZ6CG4UM-683,5H1TZ6CG4UM,LOG-683,8/29/2024 7:32,Top Up GoPay,2,Jumlah uang: 26220,47,8/29/2025 7:32,,,,
LP-A10BLCYC900-684,A10BLCYC900,LOG-684,8/29/2024 8:51,Top Up DANA,2,Jumlah uang: 118848,35,8/29/2025 8:51,,,,
LP-5HHIFOTVV0X-685,5HHIFOTVV0X,LOG-685,8/29/2024 9:39,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 49957,32,8/29/2025 9:39,,,,
LP-O70ABYZUZV5-686,O70ABYZUZV5,LOG-686,8/29/2024 9:44,Telkomsel,1,Jumlah uang: 65894,42,8/29/2025 9:44,,,,
LP-XQ6HQIGI3JX-687,XQ6HQIGI3JX,LOG-687,8/29/2024 10:02,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 991193,43,8/29/2025 10:02,,,,
LP-5KPJMHMXP61-688,5KPJMHMXP61,LOG-688,8/29/2024 10:16,Top Up LinkAja,2,Jumlah uang: 25348,50,8/29/2025 10:16,,,,
LP-2PNKXNUSK1V-689,2PNKXNUSK1V,LOG-689,8/29/2024 10:50,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 611040,41,8/29/2025 10:50,,,,
LP-2PNKXNUSK1V-690,2PNKXNUSK1V,LOG-690,8/29/2024 11:00,Pembayaran Virtual Account Bibit,1,Jumlah uang: 110544,42,8/29/2025 11:00,,,,
LP-5H1TZ6CG4UM-691,5H1TZ6CG4UM,LOG-691,8/29/2024 11:08,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 766939,48,8/29/2025 11:08,,,,
LP-5H1TZ6CG4UM-693,5H1TZ6CG4UM,LOG-693,8/29/2024 12:56,Pembayaran QRIS di Circle K,1,Jumlah uang: 64895,49,8/29/2025 12:56,,,,
LP-7O97RRUP79D-694,7O97RRUP79D,LOG-694,8/29/2024 14:40,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 81128,41,8/29/2025 14:40,,,,
LP-XLR1G4HMN21-695,XLR1G4HMN21,LOG-695,8/29/2024 15:43,Telkom,1,Jumlah uang: 470552,43,8/29/2025 15:43,,,,
LP-O70ABYZUZV5-696,O70ABYZUZV5,LOG-696,8/29/2024 16:34,Top Up ShopeePay,2,Jumlah uang: 118940,44,8/29/2025 16:34,,,,
LP-NU9QMRMOKTC-697,NU9QMRMOKTC,LOG-697,8/29/2024 18:19,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 350555,47,8/29/2025 18:19,,,,
LP-8TB51RBIF7X-699,8TB51RBIF7X,LOG-699,8/29/2024 19:31,Pembayaran QRIS di Alfamart,1,Jumlah uang: 91526,50,8/29/2025 19:31,,,,
LP-7O97RRUP79D-700,7O97RRUP79D,LOG-700,8/29/2024 19:56,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 57616,42,8/29/2025 19:56,,,,
LP-XLR1G4HMN21-701,XLR1G4HMN21,LOG-701,8/29/2024 20:54,Whoosh,1,Jumlah uang: 86397,44,8/29/2025 20:54,,,,
LP-2PNKXNUSK1V-702,2PNKXNUSK1V,LOG-702,8/29/2024 20:57,Transfer ke Bank BNI (BI-Fast),1,Jumlah uang: 860229,43,8/29/2025 20:57,,,,
LP-5H1TZ6CG4UM-703,5H1TZ6CG4UM,LOG-703,8/30/2024 1:45,Smartfren,1,Jumlah uang: 295651,50,8/30/2025 1:45,,,,
LP-TDXXP45N2PU-704,TDXXP45N2PU,LOG-704,8/30/2024 2:06,Telkom,1,Jumlah uang: 372302,39,8/30/2025 2:06,,,,
LP-SMI06O0GLY6-705,SMI06O0GLY6,LOG-705,8/30/2024 2:09,Top Up LinkAja,2,Jumlah uang: 44850,21,8/30/2025 2:09,,,,
LP-A10BLCYC900-706,A10BLCYC900,LOG-706,8/30/2024 3:49,XL,1,Jumlah uang: 63776,36,8/30/2025 3:49,,,,
LP-7O97RRUP79D-707,7O97RRUP79D,LOG-707,8/30/2024 5:13,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 318237,43,8/30/2025 5:13,,,,
LP-O70ABYZUZV5-708,O70ABYZUZV5,LOG-708,8/30/2024 5:44,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 203658,45,8/30/2025 5:44,,,,
LP-TDXXP45N2PU-709,TDXXP45N2PU,LOG-709,8/30/2024 8:01,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 91951,40,8/30/2025 8:01,,,,
LP-V629IE46K90-710,V629IE46K90,LOG-710,8/30/2024 8:23,Pembayaran Virtual Account Bibit,1,Jumlah uang: 348306,32,8/30/2025 8:23,,,,
LP-5KPJMHMXP61-711,5KPJMHMXP61,LOG-711,8/30/2024 8:36,Top Up ShopeePay,2,Jumlah uang: 60184,52,8/30/2025 8:36,,,,
LP-5H1TZ6CG4UM-712,5H1TZ6CG4UM,LOG-712,8/30/2024 9:31,Pembayaran QRIS di Indomart,1,Jumlah uang: 27068,51,8/30/2025 9:31,,,,
LP-QX2FG9YB3ZG-713,QX2FG9YB3ZG,LOG-713,8/30/2024 9:53,MNC Vision,1,Jumlah uang: 332025,45,8/30/2025 9:53,,,,
LP-7O97RRUP79D-714,7O97RRUP79D,LOG-714,8/30/2024 12:44,IndiHome,1,Jumlah uang: 848566,44,8/30/2025 12:44,,,,
LP-V629IE46K90-715,V629IE46K90,LOG-715,8/30/2024 13:20,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 444903,33,8/30/2025 13:20,,,,
LP-SUKK8F1TFQ1-716,SUKK8F1TFQ1,LOG-716,8/30/2024 14:57,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 99294,19,8/30/2025 14:57,,,,
LP-A10BLCYC900-717,A10BLCYC900,LOG-717,8/30/2024 16:08,Telkomsel,1,Jumlah uang: 831310,37,8/30/2025 16:08,,,,
LP-SMI06O0GLY6-718,SMI06O0GLY6,LOG-718,8/30/2024 17:03,Transfer ke Bank CIMB Niaga (BI-Fast),2,Jumlah uang: 601748,23,8/30/2025 17:03,,,,
LP-FUU7IV5BU8D-719,FUU7IV5BU8D,LOG-719,8/30/2024 17:23,PDAM,1,Jumlah uang: 85693,42,8/30/2025 17:23,,,,
LP-XQ6HQIGI3JX-720,XQ6HQIGI3JX,LOG-720,8/30/2024 17:31,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 84069,44,8/30/2025 17:31,,,,
LP-7O97RRUP79D-721,7O97RRUP79D,LOG-721,8/30/2024 18:53,Pembayaran Virtual Account Bibit,1,Jumlah uang: 643397,45,8/30/2025 18:53,,,,
LP-XLR1G4HMN21-722,XLR1G4HMN21,LOG-722,8/30/2024 18:59,Smartfren,1,Jumlah uang: 422185,45,8/30/2025 18:59,,,,
LP-QX2FG9YB3ZG-723,QX2FG9YB3ZG,LOG-723,8/30/2024 19:43,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 957803,47,8/30/2025 19:43,,,,
LP-O70ABYZUZV5-724,O70ABYZUZV5,LOG-724,8/30/2024 20:36,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 93375,46,8/30/2025 20:36,,,,
LP-8TB51RBIF7X-725,8TB51RBIF7X,LOG-725,8/30/2024 23:02,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 59933,51,8/30/2025 23:02,,,,
